 Tienda , Código , Cod. barras , Nombre , Descripción , Categorias , Marca , Características , Impuestos , P. costo , Estado , Stock , Stock min , Ubicación , P. venta , Unidad , Nombre de lista de precio , Factor de conversión , Precio al por mayor , Cantidad mínima , Cantidad máxima 
 Tienda Tantamayo , 2510471 ,  , 5*10 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510471 ,  , 5*10 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510471 ,  , 5*10 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, MILLAR , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510472 ,  , 7*10 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510472 ,  , 7*10 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510472 ,  , 7*10 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, MILLAR , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510473 ,  , 3*6 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510473 ,  , 3*6 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510473 ,  , 3*6 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, MILLAR , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510474 ,  , 3*8 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510474 ,  , 3*8 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510474 ,  , 3*8 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, MILLAR , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510475 ,  , 4*8 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510475 ,  , 4*8 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510475 ,  , 4*8 ROLLOMIQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, MILLAR , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510476 ,  , 12*13 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510476 ,  , 12*13 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510476 ,  , 12*13 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510477 ,  , 12*16 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510477 ,  , 12*16 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510477 ,  , 12*16 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510478 ,  , 12*16 REAL CO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510478 ,  , 12*16 REAL CO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510478 ,  , 12*16 REAL CO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510479 ,  , 16*19 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510479 ,  , 16*19 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510479 ,  , 16*19 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510480 ,  , 16*19 REAL NE ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510480 ,  , 16*19 REAL NE ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510480 ,  , 16*19 REAL NE ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510481 ,  , 19*20 REAL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510481 ,  , 19*20 REAL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510481 ,  , 19*20 REAL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510482 ,  , 21*24 REAL AM ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510482 ,  , 21*24 REAL AM ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510482 ,  , 21*24 REAL AM ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510482 ,  , 21*24 REAL AM ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510483 ,  , 12*16 TUCAN BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510483 ,  , 12*16 TUCAN BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510483 ,  , 12*16 TUCAN BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510484 ,  , 12*16 TUCAN CO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510484 ,  , 12*16 TUCAN CO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510484 ,  , 12*16 TUCAN CO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510485 ,  , 12*16 TUCAN NE ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510485 ,  , 12*16 TUCAN NE ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510485 ,  , 12*16 TUCAN NE ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510486 ,  , 16*19 TUCAN BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510486 ,  , 16*19 TUCAN BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510486 ,  , 16*19 TUCAN BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510487 ,  , 16*19 REALCITO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510487 ,  , 16*19 REALCITO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510487 ,  , 16*19 REALCITO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510488 ,  , 4*8*100 CRISTAL PLMQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510488 ,  , 4*8*100 CRISTAL PLMQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510489 ,  , 4*8*200 CRISTAL PLMQ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510490 ,  , 13*20 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510490 ,  , 13*20 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510491 ,  , 16*19 TUCAN CO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510492 ,  , 9*20 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510492 ,  , 9*20 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510493 ,  , 10*15 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510493 ,  , 10*15 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510494 ,  , 11*16 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510494 ,  , 11*16 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510495 ,  , 14*20 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510495 ,  , 14*20 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510496 ,  , B5 LUCHO ,  , CONTENEDOR , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510497 ,  , P15 RAYO ,  , PLATOS , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510497 ,  , P15 RAYO ,  , PLATOS , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510497 ,  , P15 RAYO ,  , PLATOS , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510498 ,  , 10*15 RAYO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510498 ,  , 10*15 RAYO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510498 ,  , 10*15 RAYO ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510499 ,  , 16*24 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510500 ,  , 18*26 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510501 ,  , 21*24 REAL AZ ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510502 ,  , 21*24 REAL BL ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510503 ,  , 21*24 REAL LU ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510504 ,  , 12*18 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510504 ,  , 12*18 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510505 ,  , 26*40 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510505 ,  , 26*40 BRPLAST ,  , BOLSA , PLASTIMIQ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
