 Tienda , Código , Cod. barras , Nombre , Descripción , Categorias , Marca , Características , Impuestos , P. costo , Estado , Stock , Stock min , Ubicación , P. venta , Unidad , Nombre de lista de precio , Factor de conversión , Precio al por mayor , Cantidad mínima , Cantidad máxima 
 Tienda Tantamayo , U013 ,  , 16OZ KRAFT ,  , ENVASES , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510419 ,  , TAPA 9-12OZ BIO ,  , VASOS , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510420 ,  , DELI 1L  ,  , ENVASES , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510420 ,  , DELI 1L  ,  , ENVASES , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510420 ,  , DELI 1L  ,  , ENVASES , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510420 ,  , DELI 1L  ,  , ENVASES , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510420 ,  , DELI 1L  ,  , ENVASES , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510421 ,  , BANDEJA BB PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510422 ,  , P26 S/DIVISIóN PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510422 ,  , P26 S/DIVISIóN PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510422 ,  , P26 S/DIVISIóN PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510423 ,  , P26 C/DIVISIóN PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510423 ,  , P26 C/DIVISIóN PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510423 ,  , P26 C/DIVISIóN PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510424 ,  , P17 PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510424 ,  , P17 PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510424 ,  , P17 PP ALFA ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510425 ,  , SORBETON ,  , PLATOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510425 ,  , SORBETON ,  , PLATOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 426 ,  , P15 PET FIESTA ,  , PLATOS , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 426 ,  , P15 PET FIESTA ,  , PLATOS , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510446 ,  , B2 SOL BLANCO ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510446 ,  , B2 SOL BLANCO ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510446 ,  , B2 SOL BLANCO ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510446 ,  , B2 SOL BLANCO ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510427 ,  , SALCHIFIRME PET ,  , PLATOS , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510427 ,  , SALCHIFIRME PET ,  , PLATOS , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510428 ,  , 1/2L EC ALFA BL ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510428 ,  , 1/2L EC ALFA BL ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510428 ,  , 1/2L EC ALFA BL ,  , PLATOS , ALFA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , U015 ,  , C5 UNI ,  , CONTENEDOR , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 429 ,  , LIZ NAVI ,  , PAPEL , LIZ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 429 ,  , LIZ NAVI ,  , PAPEL , LIZ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 429 ,  , LIZ NAVI ,  , PAPEL , LIZ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, CIENTO , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510430 ,  , 5OZ ACRILICO ,  , VASOS , EUROPEA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510430 ,  , 5OZ ACRILICO ,  , VASOS , EUROPEA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510430 ,  , 5OZ ACRILICO ,  , VASOS , EUROPEA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , U016 ,  , PORTATORTA 31 ,  , OTROS , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 431 ,  , 12oz SAN GABRIEL ,  , VASOS , SAN GABRIEL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 432 ,  , TAPA SAN GABRIEL ,  , VASOS , SAN GABRIEL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510433 ,  , 16*19 LA ECONOMICA BL ,  , BOLSA , LA ECONOMICA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510433 ,  , 16*19 LA ECONOMICA BL ,  , BOLSA , LA ECONOMICA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510433 ,  , 16*19 LA ECONOMICA BL ,  , BOLSA , LA ECONOMICA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, MILLAR , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 434 ,  , 12OZ CTAPA SAN GABRIEL ,  , VASOS , SAN GABRIEL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 435 ,  , REP 7 ,  , PLATOS , SAN GABRIEL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 435 ,  , REP 7 ,  , PLATOS , SAN GABRIEL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 436 ,  , REP 12 ,  , PLATOS , SAN GABRIEL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510U017 ,  , 12OZ PET DOMO ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510U018 ,  , 16OZ PET DOMO ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510U019 ,  , SORBETON UNI ,  , OTROS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510437 ,  , P26 HAWAI ,  , PLATOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510437 ,  , P26 HAWAI ,  , PLATOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510438 ,  , 8OZ EUROGOLD ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510438 ,  , 8OZ EUROGOLD ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510438 ,  , 8OZ EUROGOLD ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510439 ,  , PISQUERO ,  , VASOS , EUROPEA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510439 ,  , PISQUERO ,  , VASOS , EUROPEA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510440 ,  , 10OZ EUROGOLD ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510440 ,  , 10OZ EUROGOLD ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510440 ,  , 10OZ EUROGOLD ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510441 ,  , 12OZ EUROGOLD ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510441 ,  , 12OZ EUROGOLD ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510441 ,  , 12OZ EUROGOLD ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510442 ,  , 1OZ AJICERO ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510442 ,  , 1OZ AJICERO ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510443 ,  , 2OZ AJICERO ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510443 ,  , 2OZ AJICERO ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510444 ,  , 4OZ AJICERO ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510444 ,  , 4OZ AJICERO ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510445 ,  , 26*40 GUARNIZ ,  , BOLSA , GUARNIZ ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510447 ,  , 1*1 ZIPLOC ,  , ZIPLOC , ZIPLOC ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510447 ,  , 1*1 ZIPLOC ,  , ZIPLOC , ZIPLOC ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510448 ,  , 1.5*1.*5 ZIPLOC ,  , ZIPLOC , ZIPLOC ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510448 ,  , 1.5*1.*5 ZIPLOC ,  , ZIPLOC , ZIPLOC ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510449 ,  , 6*6 ZIPLOC ,  , ZIPLOC , ZIPLOC ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510450 ,  , 7*10 ZIPLOC ,  , ZIPLOC , ZIPLOC ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510451 ,  , 8*12 ZIPLOC ,  , ZIPLOC , ZIPLOC ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510452 ,  , 9*14 ZIPLOC ,  , ZIPLOC , ZIPLOC ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510453 ,  , 10*15 ZIPLOC ,  , ZIPLOC , ZIPLOC ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, CIENTO , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510454 ,  , TRIANGULO ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510455 ,  , P22 HAWAI ,  , PLATOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510455 ,  , P22 HAWAI ,  , PLATOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510456 ,  , PROTOGO 1L ,  , CONTENEDOR , DARNELL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510456 ,  , PROTOGO 1L ,  , CONTENEDOR , DARNELL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510457 ,  , PROTOGO 800ml ,  , CONTENEDOR , DARNELL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510457 ,  , PROTOGO 800ml ,  , CONTENEDOR , DARNELL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510458 ,  , PROTOGO DIVISON 1L ,  , CONTENEDOR , DARNELL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510458 ,  , PROTOGO DIVISON 1L ,  , CONTENEDOR , DARNELL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510459 ,  , PROTOGO OVALADO ,  , CONTENEDOR , DARNELL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510459 ,  , PROTOGO OVALADO ,  , CONTENEDOR , DARNELL ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510460 ,  , ALU 4OZ EC ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510460 ,  , ALU 4OZ EC ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510461 ,  , ALU 3/4 ER ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510461 ,  , ALU 3/4 ER ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 251462 ,  , AL 1/2 ER ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 251462 ,  , AL 1/2 ER ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, DESACTIVADO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510462 ,  , ALU 1/2 ER ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510462 ,  , ALU 1/2 ER ,  , ENVASES , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510463 ,  , BROCHETA 10 ,  , OTROS , XIONGMAO ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510463 ,  , BROCHETA 10 ,  , OTROS , XIONGMAO ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510464 ,  , ALU POLLIPAVO ,  , OTROS , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510464 ,  , ALU POLLIPAVO ,  , OTROS , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510465 ,  , ALU OVALADO 8KG ,  , OTROS , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510465 ,  , ALU OVALADO 8KG ,  , OTROS , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510466 ,  , ALU RECTANGULAR 7KG ,  , OTROS , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510466 ,  , ALU RECTANGULAR 7KG ,  , OTROS , RIACORP ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510467 ,  , 1/2L DELI HAWAI ,  , ENVASES , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510467 ,  , 1/2L DELI HAWAI ,  , ENVASES , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, UNIDAD , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510468 ,  , NAVI 7OZ VASO ,  , VASOS , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510468 ,  , NAVI 7OZ VASO ,  , VASOS , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510468 ,  , NAVI 7OZ VASO ,  , VASOS , PAMOLSA ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , VIEJA ,0,0,0,0
 Tienda Tantamayo , 2510469 ,  , 10OZ AMARILLO ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
 Tienda Tantamayo , 2510470 ,  , 10OZ VERDE ,  , VASOS , HAWAI ,  , IGV IMPUESTO GENERAL A LAS VENTAS ,0, ACTIVO ,0,0,  ,0, PAQUETE , Lista de precios por defecto ,0,0,0,0
